item_number	title	condition	description	email	type	piece_count	platform	media
6811	Kadesh	Moderately Used	XTR Corp  1991	usr915@gt.edu	Board Game			
6812	Battle Spirits 	Lightly Used	Bandai   	usr916@gt.edu	Card Game			
6813	"Takaharuga God TCG	"	Damaged/Missing parts	Media Works   	usr916@gt.edu	Card Game			
6814	Accounting (video game)	Heavily Used	Crows Crows Crows	usr916@gt.edu	Computer Game		Windows	
6815	Warcards 	Like New		usr916@gt.edu	Card Game			
6816	World in Conflict: Soviet Assault	Like New	Massive Entertainment   Sierra Entertainment (former), Ubisoft	usr916@gt.edu	Computer Game		macOS	
6817	Go Tell the Spartans	Moderately Used	LPS, Inc.  2003	usr916@gt.edu	Board Game			
6818	WCW Nitro 	Moderately Used	Wizards of the Coast   	usr916@gt.edu	Card Game			
6819	Monster Hunter Frontier G7	Damaged/Missing parts	Action role-playing, Expansion   Capcom	usr916@gt.edu	Video Game		Xbox	Cartridge
6820	War Galley	Moderately Used	GMT Games  1997	usr916@gt.edu	Board Game			
6821	"Wakfu Trading Card Game	"	Lightly Used	Ankama Games/Upper Deck   	usr916@gt.edu	Card Game			
6822	Armageddon: Tactical Combat, 3000-500 BC	Moderately Used	Simulations Publications, Inc.  1972	usr917@gt.edu	Board Game			
6823	Age of Wonders	Damaged/Missing parts	Triumph Studios   Gathering of Developers	usr917@gt.edu	Computer Game		macOS	
6824	World in Conflict	Moderately Used		usr917@gt.edu	Computer Game		macOS	
6825	Planetary Annihilation	Heavily Used	Uber Entertainment	usr917@gt.edu	Computer Game		Windows	
6826	Daikaijuu Monogatari: The Miracle of the Zone	Lightly Used	Amada Printing   	usr917@gt.edu	Card Game			
6827	Magic: The Gathering 2012	Mint	Card & Board   Stainless Games	usr917@gt.edu	Video Game		Xbox	Optical disc
6828	WWE Face Off 	Lightly Used	Topps   	usr917@gt.edu	Card Game			
6829	NBA Showtime: NBA on NBC	Moderately Used	Midway Games   	usr917@gt.edu	Video Game		Nintendo	Cartridge
6830	Juju	Lightly Used	Flying Wild Hog   Unreleased	usr917@gt.edu	Video Game		PlayStation	Cartridge
6831	John Woo Presents: Stranglehold	Damaged/Missing parts	Midway Chicago   	usr918@gt.edu	Video Game		PlayStation	Game card
6832	Election Quest Collectible Card Game 	Like New	Bro! Novelties   	usr918@gt.edu	Card Game			
6833	Ogre Battle 64: Person of Lordly Caliber	Lightly Used	Quest Corporation   Atlus USANA	usr918@gt.edu	Video Game		Nintendo	Game card
6834	Euro Truck Simulator 2	Moderately Used	SCS Software	usr918@gt.edu	Computer Game		macOS	
6835	A City Sleeps	Like New	Harmonix Music Systems, Inc	usr919@gt.edu	Computer Game		Windows	
6836	Blood Wars	Like New	TSR   	usr919@gt.edu	Card Game			
6837	"Guardians	"	Lightly Used	FPG Inc.   	usr919@gt.edu	Card Game			
6838	Exodus The Trading Card Game 	Moderately Used	Existence Games   	usr919@gt.edu	Card Game			
6839	Galactic Empires	Mint		usr919@gt.edu	Card Game			
6840	Baseball Heroes	Lightly Used		usr919@gt.edu	Card Game			
6841	Baldur's Gate II: Shadows of Amn	Moderately Used	BioWare   Black Isle Studios, Interplay Entertainment	usr919@gt.edu	Computer Game		macOS	
6842	Wargame: European Escalation	Like New	Eugen Systems   Focus Home Interactive	usr919@gt.edu	Computer Game		macOS	
6843	Blades of Time	Lightly Used	Gaijin Entertainment	usr919@gt.edu	Computer Game		macOS	
6844	Weiss Schwarz 	Heavily Used	Bushiroad   	usr919@gt.edu	Card Game			
6845	Wreck It Ralph 2 	Moderately Used	Jigsaw Puzzle By Ravensburger NEW	usr919@gt.edu	Jigsaw Puzzle	150		
6846	Major League Baseball 2K11	Heavily Used	Sports   Visual Concepts	usr919@gt.edu	Video Game		Xbox	Cartridge
6847	Caesar's Legions	Moderately Used		usr920@gt.edu	Board Game			
6848	Dark Eden	Mint	Target Games/Heartbreaker Hobbies   	usr920@gt.edu	Card Game			
6849	Warcraft III: Reign of Chaos	Mint		usr920@gt.edu	Computer Game		Linux	
6850	Monopoly	Mint	Mind's Eye Productions   Hasbro Interactive	usr920@gt.edu	Video Game		Nintendo	Optical disc
6851	Young Jedi Collectible Card Game	Mint	Decipher Inc.   	usr920@gt.edu	Card Game			
6852	Act of War: Direct Action	Moderately Used	Eugen Systems   Atari, Inc.	usr920@gt.edu	Computer Game		Windows	
6853	Corunea	Heavily Used	Insight Games   	usr920@gt.edu	Card Game			
6854	Time Traveler	Like New	Andrea Farnham (art and tricks)	usr920@gt.edu	Jigsaw Puzzle	32		
6855	A Game of Thrones: Genesis	Damaged/Missing parts	Cyanide   Focus Home Interactive	usr920@gt.edu	Computer Game		Windows	
6856	Milo's Astro Lanes	Like New	Player 1   Crave Entertainment	usr921@gt.edu	Video Game		Nintendo	Cartridge
6857	Asylum Entertainment	Heavily Used	BAM! Entertainment   Action/Arena Fighter	usr921@gt.edu	Video Game		Nintendo	Optical disc
6858	Infogrames	Mint	Ocean SoftwareNA   	usr921@gt.edu	Video Game		Nintendo	Cartridge
6859	The X-Files Collectible Card Game 	Mint	Voyager Promotions   	usr921@gt.edu	Card Game			
6860	Sonic & Knuckles Collection	Damaged/Missing parts	Sega PC   Sega	usr921@gt.edu	Computer Game		Windows	
6861	Gwiezdna Kohorta (AKA: Stargate Kohorta)	Like New	Wydawnictwo Imperium   	usr921@gt.edu	Card Game			
6862	Digi-Battle 	Moderately Used	Bandai   	usr921@gt.edu	Card Game			
6863	Monster Truck Madness 64	Heavily Used	Terminal Reality   	usr921@gt.edu	Video Game		Nintendo	Game card
6864	Baldur's Gate II: Throne of Bhaal	Lightly Used	BioWare   Black Isle Studios, Interplay Entertainment	usr921@gt.edu	Computer Game		macOS	
6865	Prince John	Lightly Used	Jigsaw Puzzle By Ravensburger NEW	usr921@gt.edu	Jigsaw Puzzle	1000		
6866	Thomas and Friends: Thomas & Ashima 	Damaged/Missing parts	Floor Puzzle By Ravensburger	usr922@gt.edu	Jigsaw Puzzle	24		
6867	Just Cause 2	Damaged/Missing parts	Avalanche Studios   	usr922@gt.edu	Video Game		PlayStation	Optical disc
6868	Final Twilight TCG 	Like New	Neo Productions Unlimited   	usr922@gt.edu	Card Game			
6869	Aaero	Moderately Used	Mad Fellows	usr922@gt.edu	Computer Game		Windows	
6870	A Bloody Night	Mint	Emanuele Leoncilli	usr922@gt.edu	Computer Game		Windows	
6871	Jimmie Johnson's Anything with an Engine	Damaged/Missing parts	Isopod Labs   	usr922@gt.edu	Video Game		PlayStation	Cartridge
6872	J-Stars Victory Vs+	Mint	Spike Chunsoft   Unreleased	usr922@gt.edu	Video Game		PlayStation	Game card
6873	Madden NFL 16	Moderately Used	Sports   EA Tiburon	usr922@gt.edu	Video Game		Xbox	Cartridge
6874	Iliad: The Siege of Troy	Mint		usr922@gt.edu	Board Game			
6875	A Bird Story	Lightly Used	Freebird Games	usr923@gt.edu	Computer Game		Windows	
6876	Bastion	Moderately Used		usr923@gt.edu	Computer Game		Linux	
6877	NHL 99	Lightly Used	MBL Research   	usr923@gt.edu	Video Game		Nintendo	Cartridge
6878	Telenet Japan	Damaged/Missing parts		usr923@gt.edu	Video Game		Nintendo	Optical disc
6879	Codename: Kids Next Door Trading Card Game 	Damaged/Missing parts	Wizards of the Coast   	usr924@gt.edu	Card Game			
6880	SimCity	Heavily Used	Maxis   Electronic Arts	usr924@gt.edu	Computer Game		Windows	
6881	Age of Pirates: Captain Blood	Damaged/Missing parts		usr924@gt.edu	Computer Game		Windows	
6882	Age of Empires II: The Age of Kings	Mint	Ensemble Studios   Microsoft Game Studios, Konami	usr924@gt.edu	Computer Game		macOS	
6883	Stronghold: Crusader	Moderately Used		usr924@gt.edu	Computer Game		Windows	
6884	A.D.A.M. Life's Greatest Mysteries	Moderately Used	Columbia Healthcare Corporation	usr924@gt.edu	Computer Game		Windows	
6885	Abomination: The Nemesis Project	Moderately Used	Hothouse Creations   Eidos Interactive	usr925@gt.edu	Computer Game		macOS	
6886	Exodus The Trading Card Game 	Moderately Used	Existence Games   	usr925@gt.edu	Card Game			
6887	"Wyvern	"	Damaged/Missing parts		usr925@gt.edu	Card Game			
6888	Pet Fair Fun 	Mint	Jigsaw Puzzle By Ravensburger NEW	usr925@gt.edu	Jigsaw Puzzle	35		
6889	Age of Mythology	Like New	Ensemble Studios   Microsoft Game Studios, MacSoft	usr925@gt.edu	Computer Game		macOS	
6890	Space Construction 	Moderately Used	Jigsaw Puzzle By Ravensburger NEW	usr925@gt.edu	Jigsaw Puzzle	60		
6891	"Imajica	"	Mint		usr925@gt.edu	Card Game			
6892	Assassin's Creed	Moderately Used	Ubisoft Montreal   Ubisoft	usr925@gt.edu	Computer Game		Windows	
6893	A dead world's dream	Like New	JoqLePecheur	usr925@gt.edu	Computer Game		macOS	
6894	Starbound	Damaged/Missing parts	Chucklefish	usr925@gt.edu	Computer Game		macOS	
6895	Shadow of the Tomb Raider	Lightly Used	Eidos Montr�al   Square Enix	usr926@gt.edu	Computer Game		Windows	
6896	Max: The Curse of Brotherhood	Moderately Used	Action & Adventure   Press Play	usr926@gt.edu	Video Game		Xbox	Optical disc
6897	Hayate the Combat Butler TCG 	Lightly Used	Konami   	usr926@gt.edu	Card Game			
6898	Blitzkrieg	Damaged/Missing parts	Nival Interactive   CDV, 1C Company, Virtual Programming	usr927@gt.edu	Computer Game		macOS	
6899	Poptropica	Mint	Jeff Kinney Group	usr927@gt.edu	Computer Game		Windows	
6900	Alexander the Great	Damaged/Missing parts	Guidon Games  1971	usr927@gt.edu	Board Game			
6901	World of Warplanes	Damaged/Missing parts	Wargaming	usr927@gt.edu	Computer Game		macOS	
6902	Rainbow Horses 	Like New	Jigsaw Puzzle By Ravensburger NEW	usr927@gt.edu	Jigsaw Puzzle	48		
6903	Smite	Damaged/Missing parts	Hi-Rez Studios	usr928@gt.edu	Computer Game		Windows	
6904	Off with Her Head	Lightly Used		usr928@gt.edu	Jigsaw Puzzle	42		
6905	The Maw	Lightly Used	Action & Adventure   Twisted Pixel Games	usr928@gt.edu	Video Game		Xbox	Game card
6906	"Ultimate Combat!	"	Heavily Used	Ultimate Games   	usr928@gt.edu	Card Game			
6907	Vibrance Under the Sea 	Moderately Used	Jigsaw Puzzle By Ravensburger NEW	usr928@gt.edu	Jigsaw Puzzle	48		
6908	Dragon Ball Collectible Card Game 	Like New	Bandai   	usr928@gt.edu	Card Game			
6909	Assassin's Creed: Brotherhood	Heavily Used	Ubisoft Montreal   Ubisoft	usr928@gt.edu	Computer Game		Windows	
6910	Donkey Kong card game	Like New	Nintendo   	usr928@gt.edu	Card Game			
6911	Silent Hunter 5: Battle of the Atlantic	Moderately Used	Ubisoft Bucharest   Ubisoft	usr928@gt.edu	Computer Game		macOS	
6912	Allegiance: War of Factions	Moderately Used	an out-of-print social and political collectible card game set in a medieval city-state undergoing political turmoil   	usr929@gt.edu	Card Game			
6913	Ultimate Muscle: The Kinnikuman Legacy Battle Card Game 	Heavily Used	Bandai   	usr929@gt.edu	Card Game			
6914	World of Warcraft: Cataclysm	Heavily Used	Blizzard Entertainment	usr929@gt.edu	Computer Game		Windows	
6915	Age of Empires	Heavily Used	Ensemble Studios   Microsoft Game Studios	usr929@gt.edu	Computer Game		Windows	
6916	Midnight Club: Los Angeles	Damaged/Missing parts	Racing   Rockstar San Diego	usr929@gt.edu	Video Game		Xbox	Cartridge
6917	Battleforge	Mint	EA Phenomic   Electronic Arts	usr929@gt.edu	Computer Game		Linux	
6918	Age of Chivalry	Heavily Used	Team Chivalry	usr929@gt.edu	Computer Game		Windows	
6919	Sacred	Like New	Ascaron   Encore, Koch Media, Red Ant Enterprises	usr929@gt.edu	Computer Game		Windows	
6920	Battleground 4: Shiloh	Mint	TalonSoft	usr929@gt.edu	Computer Game		Windows	
6921	JAM Live Music Arcade	Heavily Used		usr930@gt.edu	Video Game		PlayStation	Game card
6922	The Elder Scrolls Adventures: Redguard	Like New	Bethesda Softworks	usr930@gt.edu	Computer Game		Windows	
6923	Stronghold	Like New		usr930@gt.edu	Computer Game		Windows	
6924	World in Conflict	Heavily Used	Massive Entertainment   Sierra Entertainment (former), Ubisoft	usr930@gt.edu	Computer Game		macOS	
6925	Madden NFL 10	Lightly Used	Sports   EA Tiburon	usr930@gt.edu	Video Game		Xbox	Game card
6926	Sorry! (game)	Heavily Used		usr930@gt.edu	Board Game			
6927	Treasure Island	Lightly Used	Andrea Farnham (art and tricks)	usr930@gt.edu	Jigsaw Puzzle	39		
6928	A City Sleeps	Heavily Used	Harmonix Music Systems, Inc	usr931@gt.edu	Computer Game		Windows	
6929	World of Warcraft: Warlords of Draenor	Lightly Used	Blizzard Entertainment	usr931@gt.edu	Computer Game		Windows	
6930	GT InteractivePAL	Lightly Used	Action/Beat 'em up   1997-12-08NA	usr931@gt.edu	Video Game		Nintendo	Optical disc
6931	Stardew Valley	Heavily Used	Eric Barone   ChuckleFish, ConcernedApe	usr931@gt.edu	Computer Game		Windows	
6932	Madden NFL 15	Heavily Used	Sports   EA Tiburon	usr932@gt.edu	Video Game		Xbox	Game card
6933	Major League Baseball 2K7	Damaged/Missing parts	Sports   Kush Games	usr932@gt.edu	Video Game		Xbox	Optical disc
6934	HunTik 	Damaged/Missing parts	Upper Deck   	usr932@gt.edu	Card Game			
6935	"Future Card Buddyfight	"	Like New		usr932@gt.edu	Card Game			
6936	Beast Clans	Heavily Used	Beast Clans LLC   	usr932@gt.edu	Card Game			
6937	Pok�mon Snap	Mint	HAL Laboratory   	usr932@gt.edu	Video Game		Nintendo	Game card
6938	Killing Floor 2	Damaged/Missing parts	Tripwire Interactive	usr932@gt.edu	Computer Game		macOS	
6939	Chandragupta	Lightly Used	GMT Games  2008	usr932@gt.edu	Board Game			
6940	Vandaria Arkana 	Lightly Used	Vandaria   	usr932@gt.edu	Card Game			
6941	Just Dance Kids 2	Lightly Used	Land Ho!   	usr933@gt.edu	Video Game		PlayStation	Optical disc
6942	Sonic Heroes	Lightly Used	Sonic Team USA   Sega	usr933@gt.edu	Computer Game		Linux	
6943	Age of Pirates: Caribbean Tales	Heavily Used	Akella   1C Company, Playlogic	usr933@gt.edu	Computer Game		Windows	
6944	Jak and Daxter: The Precursor Legacy HD	Heavily Used	Naughty Dog   February 22, 2012	usr933@gt.edu	Video Game		PlayStation	Optical disc
6945	Eurocom	Moderately Used	Midway Home EntertainmentNA   	usr933@gt.edu	Video Game		Nintendo	Optical disc
6946	NBA Courtside 2 Featuring Kobe Bryant	Lightly Used	Left Field Productions   Nintendo	usr933@gt.edu	Video Game		Nintendo	Game card
6947	Kabal	Heavily Used	MultiSim   	usr933@gt.edu	Card Game			
6948	Arkna: Trading Card Game	Damaged/Missing parts		usr934@gt.edu	Card Game			
6949	Ken to Mahou to Gakuen Mono. 3 (Class of Heroes 3)	Moderately Used	Acquire   October 7, 2010	usr934@gt.edu	Video Game		PlayStation	Cartridge
6950	Koalas and Sloths 	Lightly Used	Jigsaw Puzzle By Ravensburger NEW	usr934@gt.edu	Jigsaw Puzzle	48		
6951	Hannibal: Rome vs. Carthage	Heavily Used	Avalon Hill  1996	usr934@gt.edu	Board Game			
6952	Magic: The Gathering 2014	Like New		usr934@gt.edu	Video Game		Xbox	Game card
6953	24: Trading Card Game	Like New	deck of 24 cards made from characters and events from the television show   	usr934@gt.edu	Card Game			
6954	Deep Diving Friends 	Lightly Used	Floor Jigsaw Puzzle By Ravensburger	usr934@gt.edu	Jigsaw Puzzle	24		
6955	Pixel Piracy	Like New	Quadro Delta   Re-Logic	usr934@gt.edu	Computer Game		Windows	
6956	Phalanx	Lightly Used	Society of Ancients  1993	usr934@gt.edu	Board Game			
6957	ABC Sports Monday Night Football	Mint	OT Sports]   ABC Interactive	usr935@gt.edu	Computer Game		macOS	
6958	Michael Phelps: Push The Limit	Moderately Used	   Blitz Games Studios	usr935@gt.edu	Video Game		Xbox	Optical disc
6959	Battles of Napoleon	Mint	Chuck Kroegel, David Landrey   Strategic Simulations, Inc.	usr935@gt.edu	Computer Game		Windows	
6960	Accel World vs. Sword Art Online: Millennium Twilight	Damaged/Missing parts	Artdink   Bandai Namco Entertainment	usr935@gt.edu	Computer Game		macOS	
6961	Pachisi	Mint		usr935@gt.edu	Board Game			
6962	Space Station 13	Heavily Used		usr935@gt.edu	Computer Game		Windows	
6963	Mission Impossible	Lightly Used	Ocean Software   	usr935@gt.edu	Video Game		Nintendo	Game card
6964	Eve: The Second Genesis	Lightly Used	CCP Games   	usr935@gt.edu	Card Game			
6965	Dredd: The Card Game 	Lightly Used	Round Table Productions   	usr935@gt.edu	Card Game			
6966	Donkey Kong card game	Moderately Used	Nintendo   	usr935@gt.edu	Card Game			
6967	"WARS Trading Card Game	"	Moderately Used		usr935@gt.edu	Card Game			
6968	Kiba Trading Card Game 	Heavily Used	Upper Deck   	usr935@gt.edu	Card Game			
6969	WarCry 	Moderately Used		usr936@gt.edu	Card Game			
6970	Mortal Kombat 4	Like New	Midway Games   	usr936@gt.edu	Video Game		Nintendo	Cartridge
6971	Mickey Sort & Go 	Moderately Used	Jigsaw Puzzle Accessory By Ravensburger NEW	usr936@gt.edu	Jigsaw Puzzle	56		
6972	Saints Row IV	Moderately Used		usr936@gt.edu	Computer Game		Windows	
6973	Mega Man 10	Heavily Used	Action & Adventure   Inti Creates/Capcom	usr937@gt.edu	Video Game		Xbox	Game card
6974	Aquarian Age	Like New	an out-of-print Japanese collectible trading card game marketed and produced by Broccoli   	usr937@gt.edu	Card Game			
6975	Cricket Attax	Damaged/Missing parts	Topps   	usr937@gt.edu	Card Game			
6976	Parlor! Pro 64: Pachinko Jikki Simulation	Lightly Used	Irem Software Engineering   	usr937@gt.edu	Video Game		Nintendo	Optical disc
6977	Stronghold 2	Mint	Firefly Studios   2K Games	usr937@gt.edu	Computer Game		Windows	
6978	Sleeping Dogs	Lightly Used		usr937@gt.edu	Computer Game		Windows	
6979	Doctor Who Monster Invasion	Damaged/Missing parts	BBC Worldwide   	usr937@gt.edu	Card Game			
6980	Suzanne Stofflet (riddles)	Like New	26/50	usr937@gt.edu	Jigsaw Puzzle	24		
6981	Wargame: European Escalation	Heavily Used		usr938@gt.edu	Computer Game		macOS	
6982	Persona 4 Golden	Mint	Atlus   Sega	usr938@gt.edu	Computer Game		Windows	
6983	Preparing to Fly 	Like New		usr938@gt.edu	Jigsaw Puzzle	24		
6984	Telenet Japan	Heavily Used	Telenet Japan   Gambling/Pachinko	usr939@gt.edu	Video Game		Nintendo	Optical disc
6985	Saints Row 2	Like New	Volition, CD Projekt (Windows)   THQ	usr939@gt.edu	Computer Game		Windows	
6986	Marvel vs. Capcom 3: Fate of Two Worlds	Heavily Used	Fighting   Capcom	usr939@gt.edu	Video Game		Xbox	Game card
6987	Giggly Goblins 	Like New	Jigsaw Puzzle By Ravensburger	usr939@gt.edu	Jigsaw Puzzle	35		
6988	Assassin's Creed Odyssey	Moderately Used	Ubisoft Montreal   Ubisoft	usr939@gt.edu	Computer Game		macOS	
6989	Air Assault Task Force	Like New	ProSIM Company   Shrapnel Games	usr939@gt.edu	Computer Game		Windows	
6990	Babylon 5 Collectible Card Game 	Damaged/Missing parts		usr939@gt.edu	Card Game			
6991	ARMA: Armed Assault	Damaged/Missing parts	Bohemia Interactive   505 Games	usr939@gt.edu	Computer Game		Windows	
6992	Banemaster: The Adventure	Mint	by Chessex   	usr939@gt.edu	Card Game			
6993	Heresy: Kingdom Come	Damaged/Missing parts	Last Unicorn Games   	usr939@gt.edu	Card Game			
6994	Knights and Merchants: The Shattered Kingdom	Damaged/Missing parts	Joymania Entertainment   TopWare Interactive, Interactive Magic	usr939@gt.edu	Computer Game		Windows	
6995	Trok 	Lightly Used	Trok TCG   	usr939@gt.edu	Card Game			
6996	The Peloponnesian War	Lightly Used	Simulations Canada  1977	usr940@gt.edu	Board Game			
6997	Age of Empires III: The Asian Dynasties	Moderately Used	Ensemble Studios, Big Huge Games   Microsoft Game Studios, MacSoft	usr940@gt.edu	Computer Game		Windows	
6998	Adventure Pinball: Forgotten Island	Mint	Digital Extremes   Electronic Arts	usr940@gt.edu	Computer Game		Linux	
6999	Michael Jackson: The Experience	Damaged/Missing parts	   Ubisoft Montreal	usr940@gt.edu	Video Game		Xbox	Optical disc
7000	AssaultCube (AC)	Moderately Used	Rabid Viper Productions	usr940@gt.edu	Computer Game		Windows	
7001	World of Warcraft: Mists of Pandaria	Moderately Used	Blizzard Entertainment	usr940@gt.edu	Computer Game		Windows	
7002	Pachisi	Mint	India  Six or seven thrown cowry shells	usr940@gt.edu	Board Game			
7003	Star Wars: Knights of the Old Republic	Mint		usr940@gt.edu	Computer Game		Windows	
7004	SimCity	Mint	Maxis   Electronic Arts	usr940@gt.edu	Computer Game		Windows	
7005	Construction & Cars 	Heavily Used	Jigsaw Puzzle By Ravensburger NEW	usr940@gt.edu	Jigsaw Puzzle	48		
7006	Air Conflicts: Vietnam	Lightly Used	Games Farm   bitComposer	usr940@gt.edu	Computer Game		macOS	
7007	World of Warcraft: The Burning Crusade	Damaged/Missing parts	Blizzard Entertainment	usr941@gt.edu	Computer Game		macOS	
7008	Mark of the Ninja	Lightly Used		usr941@gt.edu	Video Game		Xbox	Optical disc
